date,lake,sediment
2020-12-01,Lake Hoare,0.3558066841214895
2020-12-01,East Lake Bonney,0.40091515108942966
2020-12-01,West Lake Bonney,0.45145671129226705
2020-12-03,Lake Fryxell,0.3964117395132782
2020-12-03,Lake Hoare,0.3822603131830692
2020-12-03,East Lake Bonney,0.39596255809068676
2020-12-03,West Lake Bonney,0.44006056897342205
2020-12-08,Lake Fryxell,0.3640965902805329
2020-12-08,Lake Hoare,0.36244248390197736
2020-12-08,East Lake Bonney,0.4176363091915848
2020-12-08,West Lake Bonney,0.4346610350906851
2020-12-10,Lake Fryxell,0.37162502877414244
2020-12-10,Lake Hoare,0.35508074600249545
2020-12-10,East Lake Bonney,0.4453155391663311
2020-12-10,West Lake Bonney,0.45377062655985373
2020-12-14,Lake Fryxell,0.39714354567229737
2020-12-14,Lake Hoare,NA
2020-12-14,East Lake Bonney,NA
2020-12-14,West Lake Bonney,NA
2020-12-15,Lake Fryxell,0.3948160077631475
2020-12-15,Lake Hoare,0.29025833737105117
2020-12-15,East Lake Bonney,0.4507607509940866
2020-12-15,West Lake Bonney,0.480898969396949
2020-12-21,Lake Fryxell,0.3928728830814362
2020-12-21,Lake Hoare,0.28638200405985126
2020-12-21,East Lake Bonney,0.43782423339784177
2020-12-21,West Lake Bonney,0.4437135923653841
2020-12-24,Lake Fryxell,0.40250731661915795
2020-12-24,Lake Hoare,0.2691563791781662
2020-12-24,East Lake Bonney,0.4534906986355781
2020-12-24,West Lake Bonney,0.478830860927701
2020-12-26,Lake Fryxell,0.4045008559525014
2020-12-26,Lake Hoare,0.2647025133296849
2020-12-26,East Lake Bonney,0.4594482549279926
2020-12-26,West Lake Bonney,0.4810639467835424
2020-12-30,Lake Fryxell,0.39360653623938574
2020-12-30,Lake Hoare,NA
2020-12-30,East Lake Bonney,NA
2020-12-30,West Lake Bonney,NA
2021-01-06,Lake Fryxell,0.3837272756546737
2021-01-06,Lake Hoare,0.23901261858642103
2021-01-06,East Lake Bonney,0.4205934748798611
2021-01-06,West Lake Bonney,0.4475631134957074
2021-01-13,Lake Fryxell,0.3661268271505832
2021-01-13,Lake Hoare,0.30235886521637434
2021-01-13,East Lake Bonney,0.4029549579322335
2021-01-13,West Lake Bonney,0.4044561931490899
2021-01-15,Lake Fryxell,0.39416637495160123
2021-01-15,Lake Hoare,NA
2021-01-15,East Lake Bonney,NA
2021-01-15,West Lake Bonney,NA
2021-01-16,Lake Fryxell,0.39607518613338477
2021-01-16,Lake Hoare,0.2538800975307822
2021-01-16,East Lake Bonney,0.41873351283371435
2021-01-16,West Lake Bonney,0.46795272514224073
2021-01-18,Lake Fryxell,0.4417985455691816
2021-01-18,Lake Hoare,0.29310252107679835
2021-01-18,East Lake Bonney,0.4217987692356108
2021-01-18,West Lake Bonney,0.4256423959881069
