date,lake,sediment
2021-11-11,Lake Hoare,0.5970421259797484
2021-11-11,Lake Fryxell,0.47368943481227904
2021-11-11,West Lake Bonney,0.9520355990488133
2021-11-15,East Lake Bonney,NA
2021-11-15,Lake Hoare,0.5671369694362389
2021-11-15,Lake Fryxell,0.4278604946215737
2021-11-15,West Lake Bonney,NA
2021-11-20,East Lake Bonney,0.9797539482569221
2021-11-20,Lake Hoare,0.6373532271842093
2021-11-20,Lake Fryxell,0.7553899113425812
2021-11-20,West Lake Bonney,0.9563072337355859
2021-12-01,East Lake Bonney,NA
2021-12-01,Lake Hoare,0.5614645834271825
2021-12-01,Lake Fryxell,0.3341297239609758
2021-12-01,West Lake Bonney,NA
2021-12-02,East Lake Bonney,0.7974208328290816
2021-12-02,Lake Hoare,0.4335809948112823
2021-12-02,Lake Fryxell,0.35996052345219737
2021-12-02,West Lake Bonney,0.7756873394933727
2021-12-04,East Lake Bonney,0.8685552656927903
2021-12-04,Lake Hoare,0.568194682051789
2021-12-04,Lake Fryxell,0.47815272417877897
2021-12-04,West Lake Bonney,0.8380272466983029
2021-12-06,East Lake Bonney,0.7230586385948994
2021-12-06,Lake Hoare,0.41134012870957093
2021-12-06,Lake Fryxell,0.4217818318221384
2021-12-06,West Lake Bonney,0.7011839625953579
2021-12-08,East Lake Bonney,0.6568172238643678
2021-12-08,Lake Hoare,0.3431087468552254
2021-12-08,Lake Fryxell,0.3771884194574783
2021-12-08,West Lake Bonney,0.6578450650023295
2021-12-11,East Lake Bonney,0.5312562691572829
2021-12-11,Lake Hoare,0.1394771181778785
2021-12-11,Lake Fryxell,0.32650408112217194
2021-12-11,West Lake Bonney,0.5918145356233163
2021-12-18,East Lake Bonney,0.514762387169676
2021-12-18,Lake Hoare,0.3347171492473839
2021-12-18,Lake Fryxell,0.2274635462255814
2021-12-18,West Lake Bonney,0.5965598797168421
2021-12-20,East Lake Bonney,0.43955751456001235
2021-12-20,Lake Hoare,0.2562650077869388
2021-12-20,Lake Fryxell,0.15501885113340932
2021-12-20,West Lake Bonney,0.5351825294810685
